FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
2728,Mass Ave Shared-Use Bridge,0,0,3,0, ,WALK,119.392447064,161.743072443387
2729,MBTA Redline Path,0,0,M,0, ,SUPM,239.26259504,324.016866525995
2730, ,0,0, ,0, ,SUPM,219.557800264,297.106347303159
2731,Moakley Park Path,0,0,3,0, ,SUP,880.048786107,1191.07638786521
2732,East Boston Greenway,0,0,2,0, ,SUP,892.575088777,1208.82903845463
2733,East Boston Greenway Connector,0,0,5,0, ,SUP,941.216696769,1273.22781548748
2734,East Boston Greenway,0,0,M,0, ,SUP,457.40106966,619.413033985847
2735,Moakley Park Path,0,0,3,0, ,SUPM,145.493924369,196.990750466676
2736,Boston Harborwalk,0,0,3,0, ,SUP,545.490950776,736.874122881627
2737,Boston Harborwalk,0,0, ,0, ,SUP,16.4584105713,22.2446109835341
2738,Metropolitan Ave Footbridge,0,0,M,0, ,WALK,190.154363539,257.264322361536
2739,Emerald Necklace Trail,0,0,2,0, ,SUPM,29.6451439018,40.1740524756855
2740,East Boston Greenway,0,0,2,0, ,SUP,58.0111271904,78.459229946447
2741,East Boston Greenway,0,0,2,0, ,SUP,18.5768405232,25.1828213751913
2742,East Boston Greenway,0,0,2,0, ,WALK,68.3658634841,92.5830190813254
2743,East Boston Greenway,0,0,2,0, ,SUP,69.181921932,93.557422217625
2744,East Boston Greenway,0,0,2,0, ,SUP,87.523645295,118.371976342354
2745,East Boston Greenway,0,0,2,0, ,SUP,83.3171011649,112.966464660186
2746,East Boston Greenway,0,0,2,0, ,SUP,68.0273958187,92.0945297574319
2747,Boston Harborwalk,0,0,5,0, ,SUP,26.4795473002,35.8436528440017
2748, ,0,0,2,0, ,SUPM,215.472837928,291.726907046174
2749, ,0,0, ,0, ,SUPM,56.4561553697,76.3863719647837
2750, ,0,0, ,0, ,SUP,168.290269466,227.405116585664
2751,ConRAC Multi-Use Path,0,0,5,0, ,SUP,145.302381261,196.868118014166
2752,ConRAC Multi-Use Path,0,0,5,0, ,SUP,181.892335035,246.34765921871
2753,ConRAC Multi-Use Path,0,0,5,0, ,SUP,317.411960127,429.512639532151
2754,East Boston Memorial Park Path,0,0,2,0, ,SUP,72.9001328344,98.763542085083
2755,East Boston Memorial Park Path,0,0,2,0, ,SUP,524.549938953,710.449523640708
2756,East Boston Memorial Park Path,0,0,2,0, ,SUP,250.511717471,338.875851987926
2757,East Boston Greenway,0,0,2,0, ,SUP,65.2560570879,88.3352307940898
2758,East Boston Greenway,0,0,2,0, ,SUP,52.456982239,71.009042903345
2759,East Boston Greenway,0,0,2,0, ,SUP,73.7005769278,99.7498670227855
2760,East Boston Greenway,0,0,2,0, ,SUP,9.98222953687,13.5135969447184
2761,Emerald Necklace Trail,0,0,2,0, ,SUP,144.702570907,195.640430873193
2762,Boston Harborwalk,0,0, ,0,2020,SUPM,398.477155578,540.080349662411
2763,Boston Harborwalk,0,0,2,0,2020,SUPM,161.147689553,218.377521074036
2764,Boston Harborwalk,0,0,2,0,2020,SUPM,51.6024983131,69.8644510016589
2765,Boston Harborwalk,0,0,2,0,2020,SUPM,216.305365064,292.661046410644
2766, ,0,0,2,0, ,SUPM,85.0831759857,115.14576039352
2767,Southbay Harbor Trail,0,0,2,0, ,SUP,848.018312962,1146.56633024736
2768,Southbay Harbor Trail,0,0,2,0, ,SUP,27.1155108252,36.7017456786001
2769,Franklin Park Path,0,0,2,0, ,SUP,638.948051956,864.361404041651
2770, ,0,0,3,0, ,SUP,191.477851195,259.092693439851
2771,Langone Park Path,0,0,2,0, ,SUP,71.3463129316,96.6366425794771
2772,Emerald Necklace Trail,0,0,2,0, ,SUPM,123.291431406,166.609062821266
2773, ,0,0,B,0, ,SUP,147.207822284,199.255790789534
2774, ,0,0,3,0, ,SUP,1130.0211967,1527.78229094157
2775, ,0,0,5,0, ,SUPM,524.588688555,709.677398401733
2776,Neponset River Greenway,0,0,3,0, ,SUP,56.1516977622,75.8008140138553
2777,Readville to Neponset,0,0,3,0, ,SUP,86.3738545628,116.924086369303
2778,South Bay Harbor Trail,0,0,H,0,2021,SBLSL,205.044553886,277.615960143725
2779,Charles River Dam Sidepath,0,0,3,0, ,SUPM,230.156361452,311.412759752895
2780,Boston Harborwalk,0,0,2,0, ,SUPM,346.960742187,469.862025285484
2781,Boston Harborwalk,0,0,2,0, ,SUPM,910.404455652,1232.5980828742
2782,Boston Harborwalk,0,0,2,0, ,SUPM,78.5484434541,106.544436010085
2783,Boston Harborwalk,0,0,2,0, ,SUPM,108.640051607,146.844434586608
2784,Boston Harborwalk,0,0,2,0, ,SUPM,201.029976021,272.104452772783
2785,Boston Harborwalk,0,0, ,0, ,SUPM,196.402561118,265.701523346895
2786,Boston Harborwalk,0,0,5,0, ,SUP,236.32734683,320.020257501119
2787,Boston Harborwalk,0,0,5,0, ,SUP,129.288518761,175.13118830881
2788,Boston Harborwalk,0,0,5,0, ,SUP,661.728496074,897.25153354952
2789,Boston Harbor Islands Trails,0,0, ,0, ,SUP,13.0797054509,17.6739423784313
2790,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,9.94268940782,13.4635106875152
2791,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,11.9108802865,16.1359653188216
2792,Boston Harbor Islands Trails,0,0, ,0, ,SUP,12.171179449,16.4969175936135
2793,Boston Harbor Islands Trails,0,0, ,0, ,SUP,306.204078401,414.480044724082
2794,Boston Harbor Islands Trails,0,0, ,0, ,SUP,184.308544631,249.765737984889
2795,Boston Harbor Islands Trails,0,0, ,0, ,SUP,226.388282271,306.789828858328
2796,Boston Harbor Islands Trails,0,0, ,0, ,SUP,2.03481461081,2.75370135697455
2797,Boston Harbor Islands Trails,0,0, ,0, ,SUP,21.1930509994,28.708831839249
2798,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,102.554710382,138.59970671921
2799,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,41.2385500876,55.8061410072255
2800,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,125.763725645,170.057138474747
2801,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,71.176961201,96.1966465047343
2802,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,90.3192166688,122.097307301995
2803,Boston Harbor Islands Trails,0,0, ,0, ,SUP,4.6883679019,6.35674875291674
2804,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,188.4453991,254.910874856223
2805,Boston Harbor Islands Trails,0,0, ,0, ,SUP,11.7429858138,15.8962740916653
2806,Boston Harbor Islands Trails,0,0, ,0, ,SUP,231.521959774,312.997027902446
2807,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,105.86643597,143.084142944846
2808,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,178.374394253,241.30118350359
2809,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,223.113653914,301.884839771223
2810,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,236.52406172,320.34669633801
2811,Boston Harbor Islands Trails,0,0, ,0, ,SUP,72.2593584441,97.8638316695708
2812,Boston Harbor Islands Trails,0,0, ,0, ,SUP,179.700205859,243.467172412145
2813,Boston Harbor Islands Trails,0,0, ,0, ,SUP,399.414946538,540.282365645386
2814,Boston Harbor Islands Trails,0,0, ,0, ,SUP,152.188320041,205.844209612467
2815,Boston Harbor Islands Trails,0,0, ,0, ,SUP,380.124628484,515.24459464105
2816,Boston Harbor Islands Trails,0,0, ,0, ,SUP,343.730011576,464.949033043917
2817,Boston Harbor Islands Trails,0,0, ,0, ,SUP,23.6859802367,32.0877968519531
2818,Boston Harbor Islands Trails,0,0, ,0, ,SUP,285.34201652,386.2958810533
2819,Boston Harbor Islands Trails,0,0, ,0, ,SUP,22.2488560319,30.1013869719426
2820,Boston Harbor Islands Trails,0,0, ,0, ,SUP,120.8698594,163.874965573113
2821,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,43.2622664071,58.5197232431335
2822,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,37.4121921356,50.6886792411859
2823,Boston Harbor Islands Trails,0,0, ,0, ,SUP,5.93397626299,8.01768959798284
2824,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,9.38036141462,12.6770182388688
2825,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,50.4243383545,68.3236881316975
2826,Boston Harbor Islands Trails,0,0, ,0, ,SUP,11.1601404392,15.0818388306157
2827,Boston Harbor Islands Trails,0,0, ,0, ,SUP,50.4351687306,68.3656168365058
2828,Boston Harbor Islands Trails,0,0, ,0, ,SUP,259.144492393,350.364118354368
2829,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,285.085126744,385.709730968783
2830,Boston Harbor Islands Trails,0,0, ,0, ,SUP,8.76240634056,11.8819259333115
2831,Boston Harbor Islands Trails,0,0, ,0, ,SUP,26.9108991659,36.440302210418
2832,Boston Harbor Islands Trails,0,0, ,0, ,SUP,108.702100879,146.995214713551
2833,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,563.633020484,762.582072935772
2834,Boston Harbor Islands Trails,0,0, ,0, ,SUP,36.3200479655,49.2205871442138
2835,Boston Harbor Islands Trails,0,0, ,0, ,SUP,1.38065000301,1.86996813024573
2836,Boston Harbor Islands Trails,0,0, ,0, ,SUP,248.687044099,336.564537532727
2837,Boston Harbor Islands Trails,0,0, ,0, ,SUP,350.587229529,474.922778023272
2838,Boston Harbor Islands Trails,0,0, ,0, ,SUP,11.7115821762,15.8457793442356
2839,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,14.0688808135,19.0346813155027
2840,Boston Harbor Islands Trails,0,0, ,0, ,SUP,2.90178585018,3.93302977152724
2841,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,13.4238356581,18.2036117005233
2842,Boston Harbor Islands Trails,0,0, ,0, ,SUP,23.3701195108,31.5855088545099
2843,Boston Harbor Islands Trails,0,0, ,0, ,SUP,21.9412084035,29.7462715293145
2844,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,8.85967851999,11.9716108015392
2845,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,9.40299019654,12.7430414394722
2846,Boston Harbor Islands Trails,0,0, ,0, ,SUP,16.436864619,22.2290322293147
2847,Boston Harbor Islands Trails,0,0, ,0, ,SUP,42.4096331412,57.3509957931591
2848,Boston Harbor Islands Trails,0,0, ,0, ,SUP,48.1030414906,65.015351451099
2849,Boston Harbor Islands Trails,0,0, ,0, ,SUP,0.69482716052,0.94206142125988
2850,Boston Harbor Islands Trails,0,0, ,0, ,SUP,288.484594387,390.401053849866
2851,Belle Isle Marsh Path,0,0,3,0, ,SUPM,166.107545646,224.895681054973
2852,Belle Isle Marsh Path,0,0,3,0, ,SUPM,32.9576616972,44.6263645952933
2853,Belle Isle Marsh Path,0,0,3,0, ,SUPM,92.4853006485,125.481482847697
2854,Belle Isle Marsh Path,0,0,3,0, ,SUPM,411.901936079,557.939789103359
2855,Belle Isle Marsh Path,0,0,3,0, ,SUPM,226.101659235,305.957604033994
2856,Belle Isle Marsh Path,0,0,3,0, ,SUPM,33.7487797906,45.7806369680154
2857,Belle Isle Marsh Path,0,0,3,0, ,SUPM,6.03089000859,8.17411776002112
2858, ,0,0,3,1,2018,SBL,54.3794024899,73.5020121031493
2859,Morrissey Boulevard Bike/Ped Bridge,0,0,3,0, ,SUPM,227.646115655,308.131731329526
2860,Moakley Park Path,0,0, ,0, ,SUP,147.312100786,199.684506262048
2861,MBTA Redline Path,0,0,M,0, ,SUPM,95.5104282776,129.387453832733
2862, ,0,0,2,0, ,SUPM,80.5872034722,109.284828553649
2863,Overpass,0,0,3,0, ,SUP,82.466080334,111.714450949011
2864, ,0,0,H,0, ,SUPM,200.657715932,271.847836888742
2865, ,0,0,F,0, ,SUPM,381.823895356,516.564655505478
2866, ,0,0, ,0, ,SUP,22.0251043986,29.8416048565712
2867,Emerald Necklace Trail,0,0,2,0, ,SUP,100.885284861,136.46906334656
2868,Pearl Street Extension,0,0,H,0, ,SUPM,128.765899724,174.383874933797
2869,Emerald Necklace Trail,0,0,2,0, ,SUPN,740.96941095,1002.29593734936
2870,Boston Harborwalk,0,0,3,0, ,SUP,700.771806039,947.064684718001
2871,Boston Harborwalk,0,0,3,0, ,SUP,622.158938534,840.854027732382
2872, ,0,0,3,0, ,SUP,98.9401057533,133.944892794426
2873,Emerald Necklace,0,0, ,0, ,SUP,152.667044192,206.701876181188
2874,Emerald Necklace Trail/Sears Rotary,0,0,2,0, ,SUP,99.9583300913,135.281181555394
2875,Moakley Park Path,0,0, ,0, ,SUP,77.2803225864,104.421846994301
2876,Moakley Park Path,0,0, ,0, ,SUP,312.39024665,423.37995874248
2877,North Bank Shared-Use Bridge,0,0,3,0, ,SUP,318.994998213,431.113645598259
2878,Lovejoy Wharf Harborwalk,0,0,H,0, ,SUP,115.082350949,155.688958433506
2879, ,0,0, ,0, ,SUPM,70.8921098859,96.0210911500591
2880,Charles River/Harborwalk Connection,0,0,3,0, ,SUP,63.3381132099,85.6000698623918
2881,Forsyth Way,5424900,5,2,1,2011,BL,8.35949254456,11.2942668555599
2882,Forsyth Way,6256000,5,2,1,2011,BL,8.22505245262,11.1362699168262
2883,Constitution Road,5620900,0,0,0,2018,SUPM,129.878838486,175.611541569086
2884,Columbus Avenue,4554700,3,2,0,2018,SBL,7.19070801394,9.73200632752866
2885,American Legion Highway,5694900,5,2,1,2009,BFBL,96.5601492276,130.760022896095
2886,American Legion Highway,6271400,5,2,1,2020,SBL,94.9360126741,128.411058208497
2887,American Legion Highway,5707600,5,2,1,2020,SBL,170.83698452,231.260055252098
2888,Columbus Avenue,5194100,3,2,0,2018,SBL,10.8076125682,14.6212241428666
2889,Commercial Street,5640800,5,2,0,2017,SBL,17.5378137888,23.7208683712859
2890,Beacon Street,5113600,3,3,0,2019,BFBL,19.2198136557,25.976877516106
2891,Perkins Street,5345800,5,3,0,2008,BL,15.6967636503,21.1984752349334
2892,Ruggles Street,4581300,5,2,0,2010,SLM,11.576131508,15.6789329498226
2893,Massachusetts Avenue,6313400,3,2,1,2020,SBL,9.9133967128,13.4130705937147
2894,Massachusetts Avenue,46806900,3,2,1,2020,SBL,9.67480746228,13.0911830601114
2895,Commonwealth Avenue,6270100,3,2,1,2010,BL,4.33768372326,5.86050984443686
2896,Commonwealth Avenue,5859202,3,2,1,2010,BL,1.9230667651,2.59817912034669
2897,Longfellow Bridge,6273800,2,3,1,2018,BL,54.8520175169,74.162558767017
2898,Veterans Of Foreign Wars Parkway,4933300,2,3,1,2013,BL,62.609879068,84.7827572688657
2899,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,BL,76.3898623642,103.374136729915
2900,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,BL,30.4646956234,41.1395138285139
2901,Veterans Of Foreign Wars Parkway,5107700,2,3,1,2013,SLM,192.19111662,259.676377774954
2902,Veterans Of Foreign Wars Parkway,4801700,2,3,1,2013,BL,180.187199756,243.243175448384
2903,Veterans Of Foreign Wars Parkway,6218700,2,3,1,2013,BL,159.475659151,215.282740162279
2904,Kilby Street,5805600,0,2,0,2011,BL,6.46676676694,8.76703859676118
2905,Atlantic Avenue,5424100,3,2,0,2011,BL,83.5357282741,113.240466265308
2906,Water Street,5620900,0,3,0,0,SUP,20.1293464264,27.2817467313883
2907,Water Street,5620900,0,3,0,0,SUP,78.7290425241,106.509024547144
2908,Cambridge Street,5609700,3,2,1,2015,BFBL,199.784816402,270.049432406726
2909,Saratoga Street Bridge,4396200,5,1,0,2012,BL,87.209674911,117.895949814448
2910,Freeport Street,5629000,3,2,0,2013,BL,32.131811676,43.4144897297456
2911, ,0,0, ,0, ,SUPM,396.069668183,535.769346746024
2912,Emerald Necklace Trail,0,0, ,0, ,SUPN,370.688503007,502.368423743636
2913, ,0,0,3,0, ,SUP,256.565786339,347.65228562283
2914,Arnold Arboretum Trails,0,0,2,0, ,SUP,626.814012803,847.090375526814
2915,Emerald Necklace Trail/Sears Rotary,0,0,2,0, ,SUPM,37.1431646241,50.2901888592936
2916,Emerald Necklace Trail,0,0,2,0, ,SUP,39.4482984079,53.4832164073402
2917, ,0,0,3,0, ,SUPM,302.963571701,410.703347190989
2918,Emerald Necklace Trail,0,0,3,0, ,SUPM,53.8546001636,72.9489296427378
2919, ,0,0,H,0, ,SUPM,86.0005414977,116.49690503673
2920,Boston Harborwalk,0,0, ,0, ,SUPM,39.5879664747,53.4779672033986
2921,Boston Harborwalk,0,0, ,0, ,SUPM,39.4079371275,53.2372804224281
2922,Congress Street,5613200,5,2,0,2019,BL,53.7097240723,72.6796973929752
2923,Emerald Necklace Trail,0,0,2,0, ,SUPM,68.5064525418,92.581241227897
2924, ,0,0,H,0, ,SUPM,66.6061920179,90.0883132121643
2925,East Boston Greenway,0,0,2,0, ,SUP,138.497771035,187.64652467346
2926,Boston Harborwalk,0,0, ,0, ,SUPM,124.394800262,168.468071729394
2927,Arnold Arboretum Trails,0,0,2,0, ,SUP,838.83720413,1135.54942848924
2928,Arnold Arboretum Trails,0,0,2,0, ,SUP,191.646592957,258.777513496102
2929,Arnold Arboretum Trails,0,0,2,0, ,SUP,602.22527738,815.160063558017
2930,Arnold Arboretum Trails,0,0,2,0, ,SUP,228.820203881,309.260179459079
2931,Southwest Corridor,0,0,3,0, ,SUP,277.104933633,375.212707774278
2932,East First Street Path,0,0,5,0, ,SUPM,610.876351192,825.294845846063
2933,Boston Harborwalk,0,0,3,0, ,SUP,706.279707342,955.985171704698
2934,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,549.436466901,744.755105877415
2935,Emerald Necklace Trail,0,0,2,0, ,SUPM,262.59977138,355.970771837163
2936,Connection to North Station,0,0, ,0, ,SUPM,204.262127745,276.653101258469
2937,Paul Revere Landing Park,0,0, ,0, ,SUP,124.643194187,168.924412941396
2938,Paul Revere Landing Park,0,0,2,0, ,SLM,65.946823682,89.2217918917854
2939,Fifth Street/Bunker Hill Street Connector,0,0,1,0, ,SUP,72.2853382809,97.9934421223169
2940, ,0,0,3,0, ,SUP,73.9445040394,99.955284088659
2941,Southbay Harbor Trail,0,0,H,0, ,SUP,45.1392545915,61.0399128040313
2942,Emerald Necklace Trail,0,0,2,0, ,SUPM,11.5492107805,15.6048997382591
2943,Emerald Necklace Trail,0,0,2,0, ,SUPM,341.935927116,462.948353505549
2944,Fenway Connector To Park Drive,4546100,3,3,1,2019,BL,13.191060105,17.8768751964645
2945,Emerald Necklace Trail,0,0,2,0, ,SUP,17.5721004623,23.7920735046696
2946,Emerald Necklace Trail,0,0,2,0, ,SUPM,35.1769867302,47.6071484459495
2947, ,0,0, ,0, ,SUPM,84.5476467701,114.609006945368
2948, ,0,0,5,0, ,SUP,154.911336978,209.748686654568
2949,Boston Harborwalk,0,0,2,0, ,SUPM,7.92587589948,10.7505126423856
2950,Moakley Park Path,0,0,3,0, ,SUP,424.791138074,575.43860062771
2951,South Bay Harbor Trail,0,0,2,0, ,SUP,353.052093572,478.381382222193
2952,Emerald Necklace Trail,0,0,2,0, ,SUP,313.202782183,424.173553142833
2953,Southwest Corridor,0,0,3,0, ,SUP,469.169894685,634.789384651609
2954,Boston Harborwalk,0,0,3,0, ,SUP,361.335457918,489.135108947887
2955,Charles River Bike Path,0,0,3,0, ,SUP,433.893470303,588.291793192677
2956, ,0,0, ,0, ,SUP,482.054146308,652.174022446311
2957,Paul Revere Park,0,0,3,0, ,SUP,124.647897434,168.835094024688
2958,Rutherford Trail Project,0,0,2,0, ,SUP,19.6804614065,26.6686071220794
2959,Belle Isle Marsh Path,0,0,3,0, ,SUPM,35.2759369107,47.7297223828015
2960,Belle Isle Marsh Path,0,0,3,0, ,SUPM,10.3568813014,14.0025135165247
2961,Boston Harborwalk,0,0,3,0, ,SUP,566.454627463,767.261069386533
2962,Readville to Neponset,0,0,3,0, ,SUP,166.58580854,225.48177958212
2963,South Bay Harbor Trail,0,0,1,0,2020,SUP,190.354456183,257.384909048349
2964,Southbay Harbor Trail,0,0,2,0, ,SUP,224.563598211,303.479019251214
2965,Emerald Necklace Trail,0,0,2,0, ,SUP,77.5099660873,104.94596780445
2966,Fenway-Yawkey Multi-Use Path,0,0,H,0,2021,SUP,25.8461877721,34.940319568627
2967,Pappas Sidepath,0,0,H,0, ,SUPM,836.320843729,1132.37322606378
2968,Park Plaza,4486500,3,2,0,2020,BL,43.6025113493,58.9187240744738
2969,Southbay Harbor Trail,0,0,H,0, ,SUP,280.340513411,379.153251336992
2970,Emerald Necklace Trail,0,0,2,0, ,SUP,23.4472174372,31.7139976720851
2971,Charles River Path,0,0, ,0, ,SUPM,202.52076617,274.320500229632
2972,Charles River Path,0,0, ,0, ,SUPM,227.153195844,307.469079330047
2973,Charles River Bike Path,0,0,3,0, ,SUP,657.231735718,890.2179851823
2974,John W. Weeks Bridge,0,0,3,0, ,SUP,146.597054171,198.572600363963
2975,Charles River Bike Path,0,0,3,0, ,SUP,9.93418489554,13.4575664133098
2976,Charles River Bike Path,0,0,3,0, ,SUP,9.92230863117,13.4416220084032
2977,Charles River Bike Path,0,0,3,0, ,SUP,735.389162549,993.919759102621
2978,Charles River Bike Path,0,0,3,0, ,SUP,14.0964508765,19.1007784112041
2979,Charles River Bike Path,0,0,3,0, ,SUP,1042.45398881,1409.10171536638
2980,Charles River Bike Path,0,0,3,0, ,SUP,201.264729509,272.03147779048
2981,Charles River Bike Path,0,0,3,0, ,SUP,410.094740022,554.421924121486
2982,Charles River Bike Path,0,0,3,0, ,SUP,357.148726694,484.365361051194
2983,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,1759.76871782,2382.05249078215
2984,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,480.083598727,648.668925817801
2985,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,943.593733488,1275.09697518945
2986,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,905.501090414,1223.96344640288
2987,Paul Dudley White Charles River Bike Path,0,0,3,0, ,WALK,27.934082662,37.84301747811
2988,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,490.100799269,662.592668552235
2989,Paul Dudley White Charles River Bike Path,0,0,3,0, ,WALK,6.20618499338,8.37059307362368
2990,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,532.715334493,721.819786483313
2991,Charles River Path,0,0, ,0, ,SUP,5.67916482945,7.67785744260357
2992, ,0,0,3,0, ,SUP,10.0904979517,13.6613042662019
2993, ,0,0,3,0, ,SUP,9.71438567129,13.1519775418067
2994,Rutherford Trail Project,0,0,2,0, ,SUP,9.65758890751,13.0017072888431
2995,East Boundary Path,0,0,3,0, ,SUP,736.761750187,997.340572030388
2996,Bold Knob Path,0,0,3,0, ,SUP,166.684437489,224.959060251004
2997,Chamberlain Path,0,0,3,0, ,SUP,392.509102021,530.209588354644
2998,Overbrook Path,0,0,3,0, ,SUP,614.544354266,831.459901855566
2999,Gavin Path,0,0,3,0, ,SUP,269.461593978,363.967383607538
3000,Southbay Harbor Trail,0,0,H,0, ,SUP,80.9566156871,109.686814663706
3001,Southbay Harbor Trail,0,0,H,0, ,SUP,212.319841314,287.470698563943
3002,Paul Revere Park,0,0,3,0, ,SUP,194.661228711,263.415119479663
3003,Paul Revere Park,0,0,3,0, ,SUP,9.9781394079,13.4999362883688
3004,Rutherford Trail Project,0,0,2,0, ,SUP,7.21528751071,9.77788410481799
3005,Moakley Park Path,0,0, ,0, ,SUP,239.735189879,324.863403330481
3006,Moakley Park Path,0,0, ,0, ,SUP,41.5226171361,56.1975853544573
3007,Moakley Park Path,0,0, ,0, ,SUP,80.5783824403,109.227207706113
3008,Neponset River Trail,0,0,3,0, ,SUP,112.529084677,152.005308860763
